Taxon id;Global sorteringsordning;Vetenskapligt namn;Svenskt namn;Kategori;Observationer;Landskapstyp;RedListCategory;Rödlistningskriterium
100049;57911;Dryocopus martius;spillkråka;Art;421240;Skog (S) - Stor betydelse;LC;
100109;57914;Picoides tridactylus;tretåig hackspett;Art;77725;Skog (S) - Stor betydelse;NT;C1
100047;57917;Dendrocoptes medius;mellanspett;Art;176;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;RE;
100046;57920;Dendrocopos leucotos;vitryggig hackspett;Art;347;Skog (S) - Stor betydelse;CR;D
102611;57942;Falco columbarius;stenfalk;Art;133139;Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse, Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
100054;57947;Falco peregrinus;pilgrimsfalk;Art;184292;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;VU;A4abe
100055;57950;Falco rusticolus;jaktfalk;Art;1790;Fjäll (F) - Stor betydelse;EN;D
102626;58000;Lanius collurio;törnskata;Art;266992;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;LC;
102623;58088;Lullula arborea;trädlärka;Art;138320;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
102123;58243;Curruca nisoria;höksångare;Art;22935;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;VU;"C1; D1"
102624;58383;Luscinia svecica;blåhake;Art;135836;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;A2abc
100058;58394;Ficedula parva;mindre flugsnappare;Art;41686;Skog (S) - Stor betydelse;LC;
102625;58397;Ficedula albicollis;halsbandsflugsnappare;Art;140895;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;LC;
100010;58511;Anthus campestris;fältpiplärka;Art;8480;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;CR;"A3bc; C1; D"
102126;58630;Emberiza hortulana;ortolansparv;Art;29055;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;CR°;"A2abcd; C1"
