Taxon id;Global sorteringsordning;Vetenskapligt namn;Svenskt namn;Kategori;Observationer;Landskapstyp;RedListCategory;Rödlistningskriterium
2002063;57663;Threskiornithidae;ibisar;Familj;1232;;;
1001440;57664;Plegadis;;Släkte;198;;;
205502;57665;Plegadis falcinellus;bronsibis;Art;198;;NA;
6330302;57666;Geronticus;;Släkte;9;;;
6330303;57667;Geronticus eremita;eremitibis;Art;9;;NA;
1001441;57668;Platalea;;Släkte;1019;;;
205503;57669;Platalea leucorodia;skedstork;Art;1019;;NA;
233877;57670;Platalea leucorodia leucorodia;eurasisk skedstork;Underart;0;;NA;
1016716;57671;Threskiornis;;Släkte;3;;;
266804;57672;Threskiornis aethiopicus;helig ibis;Art;3;Sötvatten (L) - Stor betydelse;NA;
2003075;57673;Pelecanidae;pelikaner;Familj;59;;;
1009506;57674;Pelecanus;;Släkte;59;;;
233824;57675;Pelecanus onocrotalus;vit pelikan;Art;17;;NA;
266797;57676;Pelecanus rufescens;rosaryggig pelikan;Art;26;;NA;
266796;57677;Pelecanus crispus;krushuvad pelikan;Art;12;;NA;
2002062;57678;Ardeidae;hägrar;Familj;1000744;;;
1001432;57679;Botaurus;;Släkte;88585;;;
100018;57680;Botaurus stellaris;rördrom;Art;88571;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;D1
233869;57681;Botaurus stellaris stellaris;vanlig rördrom;Underart;9;;NE;
266799;57682;Botaurus lentiginosus;amerikansk rördrom;Art;1;;NA;
205492;57683;Botaurus minutus;dvärgrördrom;Art;13;;NA;
233870;57684;Botaurus minutus minutus;nordlig dvärgrördrom;Underart;0;;NA;
1001437;57685;Egretta;;Släkte;606;;;
266802;57686;Egretta caerulea;blåhäger;Art;0;;NA;
205496;57687;Egretta garzetta;silkeshäger;Art;600;;NA;
233873;57688;Egretta garzetta garzetta;vanlig silkeshäger;Underart;0;;NA;
1001434;57689;Nycticorax;;Släkte;52;;;
205493;57690;Nycticorax nycticorax;natthäger;Art;52;;NA;
233871;57691;Nycticorax nycticorax nycticorax;eurasisk natthäger;Underart;1;;NA;
1016715;57692;Butorides;;Släkte;1;;;
266913;57693;Butorides virescens;grönryggig häger;Art;1;;NA;
6003897;57694;Butorides atricapilla;mangrovehäger;Art;0;;NA;
1001436;57695;Ardeola;;Släkte;33;;;
205495;57696;Ardeola ralloides;rallhäger;Art;33;;NA;
266801;57697;Ardeola bacchus;bacchushäger;Art;0;;NA;
1001438;57698;Ardea;;Släkte;911405;;;
205497;57699;Ardea alba;ägretthäger;Art;117288;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Brackvatten (B) - Har betydelse, Havsstrand (H) - Har betydelse, Skog (S) - Har betydelse;NT°;D1
233874;57700;Ardea alba alba;vanlig ägretthäger;Underart;2;;NE;
233872;57701;Ardea ibis;kohäger;Art;187;;NA;
266800;57702;Ardea coromanda;orientkohäger;Art;2;;NA;
205499;57703;Ardea purpurea;purpurhäger;Art;44;;NA;
233876;57704;Ardea purpurea purpurea;vanlig purpurhäger;Underart;1;;NA;
100012;57705;Ardea cinerea;gråhäger;Art;793890;Skog (S) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Brackvatten (B) - Har betydelse, Havsstrand (H) - Har betydelse, Marin miljö (M) - Har betydelse;LC;
233875;57706;Ardea cinerea cinerea;västlig gråhäger;Underart;35;;NE;
6006837;57707;Ardea cinerea x alba;gråhäger x ägretthäger;Hybrid;33;;NA;
205494;57708;Ardea ibis/coromanda;kohäger/orientkohäger;Kollektivtaxon;25;;NA;
6006119;57709;Bubulcus/Ardeola/Egretta/Ardea alba;vita hägrar;Pseudotaxon;117946;;;
1001435;57710;Bubulcus;;Släkte;0;;;
1001433;57711;Ixobrychus;;Släkte;0;;;
3000289;57712;Caprimulgiformes;nattskärrfåglar;Ordning;78419;;;
2002092;57713;Caprimulgidae;nattskärror;Familj;78419;;;
1001536;57714;Caprimulgus;;Släkte;78372;;;
102118;57715;Caprimulgus europaeus;nattskärra;Art;78370;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;LC;
233968;57716;Caprimulgus europaeus europaeus;nordlig nattskärra;Underart;0;;NE;
205713;57717;Caprimulgus aegyptius;ökennattskärra;Art;1;;NA;
233969;57718;Caprimulgus aegyptius aegyptius;ökenskärra, underarten aegyptius;Underart;0;;NA;
6011014;57719;Apodiformes;seglar- och kolibrifåglar;Ordning;420862;;;
2002093;57720;Apodidae;seglare;Familj;420860;;;
1001538;57721;Hirundapus;;Släkte;2;;;
205715;57722;Hirundapus caudacutus;taggstjärtseglare;Art;2;;NA;
233970;57723;Hirundapus caudacutus caudacutus;sibirisk taggstjärtseglare;Underart;0;;NA;
1001537;57724;Chaetura;;Släkte;1;;;
205714;57725;Chaetura pelagica;skorstenseglare;Art;1;;NA;
6331092;57726;Tachymarptis;;Släkte;49;;;
205719;57727;Tachymarptis melba;alpseglare;Art;49;;NA;
233973;57728;Tachymarptis melba melba;alpseglare, underarten melba;Underart;0;;NA;
1001539;57729;Apus;;Släkte;420763;;;
205718;57730;Apus pacificus;orientseglare;Art;11;;NA;
233972;57731;Apus pacificus pacificus;orientseglare, underarten pacificus;Underart;0;;NA;
6003896;57732;Apus caffer;vitgumpseglare;Art;1;;NA;
205720;57733;Apus affinis;stubbstjärtseglare;Art;2;;NA;
205944;57734;Apus affinis galilejensis;stubbstjärtseglare, underarten galilejensis;Underart;0;;NA;
102976;57735;Apus apus;tornseglare;Art;420643;Urban miljö (U) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;VU;A2abc
233971;57736;Apus apus apus;västlig tornseglare;Underart;1;;NE;
205717;57737;Apus pallidus;blek tornseglare;Art;98;;NA;
3000288;57738;Strigiformes;ugglefåglar;Ordning;600208;;;
2002090;57739;Tytonidae;tornugglor;Familj;192;;;
1001526;57740;Tyto;;Släkte;191;;;
100142;57741;Tyto alba;tornuggla;Art;191;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Våtmark (V) - Stor betydelse;RE;
233955;57742;Tyto alba alba;västeuropeisk tornuggla;Underart;6;;NA;
233956;57743;Tyto alba guttata;östeuropeisk tornuggla;Underart;12;;NE;
2002091;57744;Strigidae;ugglor;Familj;599758;;;
1001535;57745;Aegolius;;Släkte;58790;;;
102622;57746;Aegolius funereus;pärluggla;Art;58790;Skog (S) - Stor betydelse;EN;A2abc
233967;57747;Aegolius funereus funereus;europeisk pärluggla;Underart;5;;NE;
1001532;57748;Athene;;Släkte;2;;;
103070;57749;Athene noctua;minervauggla;Art;2;Jordbrukslandskap (J) - Har betydelse;NA;
233961;57750;Athene noctua noctua;centraleuropeisk minervauggla;Underart;0;;NA;
1001530;57751;Surnia;;Släkte;21174;;;
102620;57752;Surnia ulula;hökuggla;Art;21173;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;VU;C1
233959;57753;Surnia ulula ulula;vanlig hökuggla;Underart;0;;NE;
1001531;57754;Glaucidium;;Släkte;70524;;;
102621;57755;Glaucidium passerinum;sparvuggla;Art;70524;Skog (S) - Stor betydelse;NT;A2ab
233960;57756;Glaucidium passerinum passerinum;västlig sparvuggla;Underart;4;;NE;
1001527;57757;Otus;;Släkte;19;;;
205700;57758;Otus scops;dvärguv;Art;19;;NA;
233957;57759;Otus scops scops;europeisk dvärguv;Underart;0;;NA;
1001534;57760;Asio;hornuggla/jorduggla;Släkte;137199;;;
102117;57761;Asio flammeus;jorduggla;Art;50472;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;NT;A2abc
233965;57762;Asio flammeus flammeus;vanlig jorduggla;Underart;0;;NE;
102975;57763;Asio otus;hornuggla;Art;85232;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;EN;A2ab
233966;57764;Asio otus otus;vanlig hornuggla;Underart;23;;NE;
1009615;57765;Bubo;;Släkte;10766;;;
100093;57766;Bubo scandiacus;fjälluggla;Art;759;Fjäll (F) - Stor betydelse, Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;RE;
100020;57767;Bubo bubo;berguv;Art;10006;Havsstrand (H) - Stor betydelse, Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;VU;D1
233958;57768;Bubo bubo bubo;nordeuropeisk berguv;Underart;0;;NE;
1001533;57769;Strix;;Släkte;301174;;;
102974;57770;Strix aluco;kattuggla;Art;279223;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;LC;
233964;57771;Strix aluco aluco;vanlig kattuggla;Underart;11;;NE;
100137;57772;Strix uralensis;slaguggla;Art;12769;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
233963;57773;Strix uralensis liturata;nordeuropeisk slaguggla;Underart;0;;NE;
100136;57774;Strix nebulosa;lappuggla;Art;9149;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;VU;D1
233962;57775;Strix nebulosa lapponica;eurasisk lappuggla;Underart;0;;NE;
266851;57776;Strix uralensis/nebulosa;slaguggla/lappuggla;Artkomplex;21946;;NA;
1001528;57777;Bubo;;Släkte;0;;;
1001529;57778;Nyctea;;Släkte;0;;;
6332435;57779;Cathartiformes;kondorfåglar;Ordning;1;;;
2003978;57780;Cathartidae;kondorer;Familj;1;;;
1016717;57781;Cathartes;;Släkte;1;;;
266805;57782;Cathartes aura;kalkonkondor;Art;1;;NA;
3000280;57783;Accipitriformes;hökfåglar;Ordning;5235675;;;
2002067;57784;Pandionidae;fiskgjusar;Familj;367702;;;
1001464;57785;Pandion;;Släkte;367539;;;
100096;57786;Pandion haliaetus;fiskgjuse;Art;367537;Skog (S) - Stor betydelse, Sötvatten (L) - Stor betydelse, Brackvatten (B) - Har betydelse, Marin miljö (M) - Har betydelse;LC;
233902;57787;Pandion haliaetus haliaetus;eurasisk fiskgjuse;Underart;0;;NE;
2002066;57788;Accipitridae;hökar;Familj;4867954;;;
1009478;57789;Elanus;;Släkte;52;;;
233794;57790;Elanus caeruleus;svartvingad glada;Art;52;;NA;
233890;57791;Elanus caeruleus caeruleus;västlig svartvingad glada;Underart;0;;NA;
6021561;57792;Gypaetus;;Släkte;2;;;
6021562;57793;Gypaetus barbatus;lammgam;Art;2;;NA;
1001456;57794;Neophron;;Släkte;16;;;
205538;57795;Neophron percnopterus;smutsgam;Art;16;;NA;
233893;57796;Neophron percnopterus percnopterus;vanlig smutsgam;Underart;0;;NA;
266808;57797;Neophron percnopterus ginginianus;indisk smutsgam;Underart;1;;NA;
1001453;57798;Pernis;;Släkte;146955;;;
100100;57799;Pernis apivorus;bivråk;Art;146954;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;NT;A2abcde
6010653;57800;Pernis ptilorhynchus;tofsbivråk;Art;0;;NA;
6332633;57801;Pernis apivorus x ptilorhynchus;bivråk x tofsbivråk;Hybrid;1;;NA;
6003774;57802;Aegypius;;Släkte;6;;;
6003775;57803;Aegypius monachus;grågam;Art;6;;NA;
1001457;57804;Gyps;;Släkte;52;;;
205539;57805;Gyps fulvus;gåsgam;Art;52;;NA;
233894;57806;Gyps fulvus fulvus;västlig gåsgam;Underart;0;;NA;
1001458;57807;Circaetus;;Släkte;194;;;
205540;57808;Circaetus gallicus;ormörn;Art;194;;NA;
6331100;57809;Circaetus gallicus gallicus;vanlig ormörn;Underart;0;;NA;
6011882;57810;Clanga;;Släkte;1888;;;
103061;57811;Clanga clanga;större skrikörn;Art;992;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;NA;
205550;57812;Clanga pomarina;mindre skrikörn;Art;787;;NA;
6036268;57813;Clanga pomarina x clanga;mindre skrikörn x större skrikörn;Hybrid;5;;NA;
266813;57814;Clanga pomarina/clanga;mindre skrikörn/större skrikörn;Artkomplex;1888;;NA;
6011883;57815;Hieraaetus;;Släkte;62;;;
205555;57816;Hieraaetus pennatus;dvärgörn;Art;62;;NA;
267299;57817;Hieraaetus pennatus, light morph;dvärgörn, ljus morf;Morfotyp;7;;NA;
267301;57818;Hieraaetus pennatus, intermediate morph;dvärgörn, intermediär morf;Morfotyp;0;;NA;
267300;57819;Hieraaetus pennatus, dark morph;dvärgörn, mörk morf;Morfotyp;14;;NA;
1009479;57820;Aquila;;Släkte;101707;;;
205552;57821;Aquila nipalensis;stäppörn;Art;195;;NA;
205929;57822;Aquila nipalensis orientalis;västlig stäppörn;Underart;0;;NA;
6331442;57823;Aquila rapax;savannörn;Art;0;;NA;
205553;57824;Aquila heliaca;kejsarörn;Art;108;;NA;
100011;57825;Aquila chrysaetos;kungsörn;Art;101271;Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;NT;D1
233901;57826;Aquila chrysaetos chrysaetos;europeisk kungsörn;Underart;0;;NE;
6327624;57827;Aquila fasciata;hökörn;Art;5;;NA;
6332436;57828;Aquila fasciata fasciata;vanlig hökörn;Underart;0;;NA;
6331828;57829;Tachyspiza;;Släkte;0;;;
266812;57830;Tachyspiza brevipes;balkanhök;Art;0;;NA;
1001460;57831;Accipiter;;Släkte;607023;;;
102941;57832;Accipiter nisus;sparvhök;Art;606568;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;LC;
233898;57833;Accipiter nisus nisus;europeisk sparvhök;Underart;32;;NE;
6331826;57834;Astur;;Släkte;276702;;;
100001;57835;Astur gentilis;duvhök;Art;276701;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A2abc+3bc
233897;57836;Astur gentilis gentilis;europeisk duvhök;Underart;0;;NE;
6046616;57837;Astur gentilis buteoides;duvhök, underarten buteoides;Underart;9;;NA;
1001459;57838;Circus;kärrhökar;Släkte;936692;;;
205543;57839;Circus macrourus;stäpphök;Art;10624;;NA;
100034;57840;Circus cyaneus;blå kärrhök;Art;260847;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Fjäll (F) - Har betydelse, Jordbrukslandskap (J) - Har betydelse;VU;D1
233896;57841;Circus cyaneus cyaneus;blå kärrhök, underarten cyaneus;Underart;0;;NE;
100035;57842;Circus pygargus;ängshök;Art;36715;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;D
6051140;57843;Circus pygargus, dark morph;ängshök, mörk morf;Morfotyp;3;;NA;
100033;57844;Circus aeruginosus;brun kärrhök;Art;625309;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
233895;57845;Circus aeruginosus aeruginosus;vanlig brun kärrhök;Underart;5;;NE;
266809;57846;Circus macrourus x cyaneus;stäpphök x blå kärrhök;Hybrid;92;;NA;
6051270;57847;Circus macrourus x pygargus;stäpphök x ängshök;Hybrid;9;;NA;
266810;57848;Circus macrourus/cyaneus;stäpphök/blå kärrhök;Artkomplex;271923;;NA;
266811;57849;Circus macrourus/pygargus;stäpphök/ängshök;Artkomplex;49151;;NA;
1001454;57850;Milvus;;Släkte;440718;;;
100082;57851;Milvus milvus;röd glada;Art;407315;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;LC;
233891;57852;Milvus milvus milvus;vanlig röd glada;Underart;0;;NE;
103060;57853;Milvus migrans;brun glada;Art;33317;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;EN;D
233892;57854;Milvus migrans migrans;västlig brun glada;Underart;0;;NE;
266914;57855;Milvus migrans lineatus;brun glada, underarten lineatus;Underart;2;;NA;
267102;57856;Milvus milvus x migrans;röd glada x brun glada;Hybrid;73;;NA;
1001455;57857;Haliaeetus;havsörnar;Släkte;892745;;;
266806;57858;Haliaeetus leucoryphus;bandhavsörn;Art;0;;NA;
266807;57859;Haliaeetus pelagicus;jättehavsörn;Art;18;;NA;
100067;57860;Haliaeetus albicilla;havsörn;Art;892531;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Skog (S) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Marin miljö (M) - Har betydelse;LC;
6332437;57861;Haliaeetus albicilla albicilla;vanlig havsörn;Underart;1;;NE;
6003773;57862;Haliaeetus leucocephalus;vithövdad havsörn;Art;3;;NA;
1001461;57863;Buteo;buteovråkar;Släkte;1461046;;;
102110;57864;Buteo lagopus;fjällvråk;Art;337640;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;LC;
233899;57865;Buteo lagopus lagopus;europeisk fjällvråk;Underart;0;;NE;
102942;57866;Buteo buteo;ormvråk;Art;1122530;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;LC;
233133;57867;Buteo buteo buteo;vanlig ormvråk;Underart;2046;;NE;
233134;57868;Buteo buteo vulpinus;ormvråk, underarten vulpinus;Underart;256;;NA;
205548;57869;Buteo rufinus;örnvråk;Art;21;;NA;
233900;57870;Buteo rufinus rufinus;nordlig örnvråk;Underart;0;;NA;
6006147;57871;Buteo/Pernis;vråkar;Pseudotaxon;1608706;;;
6006035;57872;Elanus/Milvus;glador;Pseudotaxon;440802;;;
6003898;57873;Aegypius/Gyps/Neophron;gamar;Pseudotaxon;74;;;
6006148;57874;Circaetus/Clanga/Hieraaetus/Aquila/Haliaeetus;örnar;Pseudotaxon;996867;;;
266915;57875;Pernis apivorus/Buteo buteo;bivråk/ormvråk;Artkomplex;1270242;;NA;
267103;57876;Aquila chrysaetos/Haliaeetus albicilla;kungsörn/havsörn;Artkomplex;994002;;NA;
1001462;57877;Aquila;;Släkte;0;;;
1001463;57878;Hieraaetus;;Släkte;0;;;
1009473;57879;Lophaetus;;Släkte;0;;;
6006021;57880;Bucerotiformes;härfåglar och näshornsfåglar;Ordning;5129;;;
2002094;57881;Upupidae;härfåglar;Familj;5129;;;
1001543;57882;Upupa;;Släkte;5115;;;
100143;57883;Upupa epops;härfågel;Art;5114;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;RE;
233974;57884;Upupa epops epops;nordlig härfågel;Underart;0;;NE;
3000291;57885;Coraciiformes;praktfåglar;Ordning;88828;;;
2002095;57886;Coraciidae;blåkråkor;Familj;383;;;
1001542;57887;Coracias;;Släkte;382;;;
100039;57888;Coracias garrulus;blåkråka;Art;382;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;RE;
233975;57889;Coracias garrulus garrulus;nordlig blåkråka;Underart;0;;NE;
2002097;57890;Meropidae;biätare;Familj;3822;;;
1001541;57891;Merops;;Släkte;3820;;;
6000325;57892;Merops nubicus;nordlig karminbiätare;Art;6;;NA;
103071;57893;Merops apiaster;biätare;Art;3796;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;NA;
205722;57894;Merops persicus;grön biätare;Art;13;;NA;
233977;57895;Merops persicus persicus;grön biätare, underarten persicus;Underart;0;;NA;
2002096;57896;Alcedinidae;kungsfiskare;Familj;84623;;;
1001540;57897;Alcedo;;Släkte;84619;;;
100004;57898;Alcedo atthis;kungsfiskare;Art;84619;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;NT°;D1
233976;57899;Alcedo atthis ispida;nordeuropeisk kungsfiskare;Underart;0;;NE;
3000292;57900;Piciformes;hackspettartade fåglar;Ordning;2430750;;;
2002098;57901;Picidae;hackspettar;Familj;2430717;;;
1001544;57902;Jynx;;Släkte;159886;;;
102119;57903;Jynx torquilla;göktyta;Art;159885;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2bc
233978;57904;Jynx torquilla torquilla;nordeuropeisk göktyta;Underart;0;;NE;
1001545;57905;Picus;gröngölingar;Släkte;542278;;;
100110;57906;Picus canus;gråspett;Art;85269;Skog (S) - Stor betydelse;LC;
233979;57907;Picus canus canus;västlig gråspett;Underart;0;;NE;
102977;57908;Picus viridis;gröngöling;Art;456945;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
233980;57909;Picus viridis viridis;vanlig gröngöling;Underart;7;;NE;
1001546;57910;Dryocopus;;Släkte;421242;;;
100049;57911;Dryocopus martius;spillkråka;Art;421240;Skog (S) - Stor betydelse;LC;
233981;57912;Dryocopus martius martius;vanlig spillkråka;Underart;1;;NE;
1001548;57913;Picoides;;Släkte;77725;;;
100109;57914;Picoides tridactylus;tretåig hackspett;Art;77725;Skog (S) - Stor betydelse;NT;C1
233986;57915;Picoides tridactylus tridactylus;vanlig tretåig hackspett;Underart;2;;NE;
6051595;57916;Dendrocoptes;;Släkte;176;;;
100047;57917;Dendrocoptes medius;mellanspett;Art;176;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;RE;
233983;57918;Dendrocoptes medius medius;europeisk mellanspett;Underart;0;;NE;
1001547;57919;Dendrocopos;;Släkte;969150;;;
100046;57920;Dendrocopos leucotos;vitryggig hackspett;Art;347;Skog (S) - Stor betydelse;CR;D
233982;57921;Dendrocopos leucotos leucotos;nordlig vitryggig hackspett;Underart;0;;NE;
102978;57922;Dendrocopos major;större hackspett;Art;968798;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;LC;
233985;57923;Dendrocopos major major;vanlig större hackspett;Underart;5;;NE;
266852;57924;Dendrocopos syriacus;balkanspett;Art;1;;NA;
267107;57925;Dendrocopos leucotos x major;vitryggig hackspett x större hackspett;Hybrid;24;;NA;
6051594;57926;Dryobates;;Släkte;258478;;;
100048;57927;Dryobates minor;mindre hackspett;Art;258476;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A2abc
233984;57928;Dryobates minor minor;nordlig mindre hackspett;Underart;2;;NE;
1016780;57929;Dendrocopos/Picoides;brokspettar;Pseudotaxon;1046886;;;
3000281;57930;Falconiformes;falkfåglar;Ordning;1179292;;;
2002068;57931;Falconidae;falkar;Familj;1179274;;;
1016718;57932;Caracara;;Släkte;7;;;
6324773;57933;Caracara plancus;tofskarakara;Art;6;;NA;
266916;57934;Caracara plancus plancus;sydlig tofskarakara;Underart;3;;NA;
266921;57935;Caracara plancus cheriway;nordlig tofskarakara;Underart;3;;NA;
1001465;57936;Falco;;Släkte;1179082;;;
205557;57937;Falco naumanni;rödfalk;Art;39;;NA;
100056;57938;Falco tinnunculus;tornfalk;Art;611163;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Fjäll (F) - Har betydelse, Havsstrand (H) - Har betydelse;LC;
233904;57939;Falco tinnunculus tinnunculus;vanlig tornfalk;Underart;17;;NE;
103062;57940;Falco vespertinus;aftonfalk;Art;8214;Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;NA;
233797;57941;Falco amurensis;amurfalk;Art;50;;NA;
102611;57942;Falco columbarius;stenfalk;Art;133139;Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse, Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
233905;57943;Falco columbarius aesalon;europeisk stenfalk;Underart;0;;NE;
205562;57944;Falco eleonorae;eleonorafalk;Art;33;;NA;
102943;57945;Falco subbuteo;lärkfalk;Art;238812;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
233906;57946;Falco subbuteo subbuteo;vanlig lärkfalk;Underart;0;;NE;
100054;57947;Falco peregrinus;pilgrimsfalk;Art;184292;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;VU;A4abe
233903;57948;Falco peregrinus peregrinus;vanlig pilgrimsfalk;Underart;0;;NE;
266814;57949;Falco biarmicus;slagfalk;Art;4;;NA;
100055;57950;Falco rusticolus;jaktfalk;Art;1790;Fjäll (F) - Stor betydelse;EN;D
233135;57951;Falco rusticolus rusticolus;jaktfalk, rasen rusticolus;Underart;0;;;
267302;57952;Falco rusticolus, white morph;jaktfalk, vit morf;Morfotyp;13;;NA;
267303;57953;Falco rusticolus, dark morph;jaktfalk, mörk morf;Morfotyp;0;;NA;
205563;57954;Falco cherrug;tatarfalk;Art;44;;NA;
233907;57955;Falco cherrug cherrug;tatarfalk, underarten cherrug;Underart;0;;NA;
267318;57956;Falco biarmicus/cherrug/peregrinus/rusticolus;storfalkar;Artkomplex;186164;;NA;
266815;57957;Falco peregrinus/rusticolus;pilgrimsfalk/jaktfalk;Artkomplex;186259;;NA;
3000866;57958;Psittaciformes;papegojfåglar;Ordning;233;;;
6033511;57959;Cacatuidae;kakaduor;Familj;1;;;
6011826;57960;Nymphicus;;Släkte;1;;;
6011827;57961;Nymphicus hollandicus;nymfkakadua;Art;1;;NA;
2003982;57962;Psittacidae;västpapegojor;Familj;15;;;
6011856;57963;Myiopsitta;;Släkte;10;;;
6011857;57964;Myiopsitta monachus;munkparakit;Art;10;;NA;
6331443;57965;Ara;;Släkte;4;;;
6331444;57966;Ara ararauna;blågul ara;Art;4;;NA;
6011035;57967;Psittaculidae;östpapegojor;Familj;179;;;
1016734;57968;Psittacula;;Släkte;172;;;
6011858;57969;Psittacula eupatria;storparakit;Art;0;;NA;
1016735;57970;Psittacula krameri;halsbandsparakit;Art;170;;NA;
6331459;57971;Melopsittacus;;Släkte;6;;;
6331460;57972;Melopsittacus undulatus;undulat;Art;6;;NA;
3000293;57973;Passeriformes;tättingar;Ordning;44247855;;;
2003980;57974;Vireonidae;vireor;Familj;1;;;
1016727;57975;Vireo;;Släkte;1;;;
266891;57976;Vireo olivaceus;rödögd vireo;Art;1;;NA;
2002116;57977;Oriolidae;gyllingar;Familj;16734;;;
1001591;57978;Oriolus;;Släkte;16734;;;
100094;57979;Oriolus oriolus;sommargylling;Art;16734;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;D
234043;57980;Oriolus oriolus oriolus;sommargylling, underarten oriolus;Underart;3;;NE;
2002117;57981;Laniidae;törnskator;Familj;520153;;;
1001592;57982;Lanius;;Släkte;520104;;;
6332438;57983;Lanius excubitor;varfågel;Art;252628;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;LC;
233856;57984;Lanius excubitor excubitor;nordlig varfågel;Underart;16;;NE;
205971;57985;Lanius excubitor homeyeri;varfågel, underarten homeyeri;Underart;37;;NA;
234292;57986;Lanius excubitor pallidirostris;saxaulvarfågel;Underart;30;;NA;
233857;57987;Lanius excubitor pallidirostris;varfågel;Underart;0;;;
205972;57988;Lanius meridionalis pallidirostris;ökenvarfågel;Underart;0;;;
6040171;57989;Lanius borealis;beringvarfågel;Art;1;;NA;
266886;57990;Lanius borealis sibiricus;beringvarfågel, underarten sibiricus;Underart;0;;NA;
205876;57991;Lanius nubicus;masktörnskata;Art;1;;NA;
